n,lambda_n,lambda_n_over_n
512,1019.68683637270497694459375902,1.99157585229043940809490968559
513,1022.00597760257174176582750962,1.99221438129156284944605752363
514,1024.32928188697172567495397203,1.9928585250719294273831789339
515,1026.65750529296211548167252638,1.99350971901546041841101461433
516,1028.991387272498701054674917,1.99416935517926104855557154458
517,1031.3316470893572970269606191,1.99483877580146479115466270619
518,1033.67898033334946736850094597,1.9955192670527981995530906293
519,1036.0340555389424215014534141,1.99621205306154609152495840866
520,1038.39751092491135649009085958,1.99691829024021414709632857612
521,1040.7699512710886026734755464,1.99763906194066910302010661497
522,1043.15194494763040416418689429,1.99837537346289349456740784346
523,1045.54402111150214113743035862,1.99912814744073067139088022681
524,1047.94666708408976870343217439,1.99989821962612551279280949311
525,1050.36032592298306182070400657,2.00068633509139630822991239347
526,1052.78539420004911610192349533,2.00149314486701352871088116983
527,1055.22221999692698320538623876,2.00231920303022197951686193314
528,1057.67110112803114095852304096,2.00316496425763473666386939575
529,1060.13228360005781419757191935,2.00403078185266127447556128421
530,1062.60596031584932667978726822,2.00491690625631948430148541173
531,1065.09227002929325737276363404,2.00582348404763325305605204152
532,1067.59129655672097426392039351,2.00675055743744544034571502539
533,1070.10306824903007354042420899,2.00769806425709207043231558911
534,1072.62755772749344975007797243,2.00866583844099896956943440531
535,1075.16468188494036159597446467,2.00965361099988852634761582181
536,1077.71430215270821590212967585,2.01066101147893323862337626091
537,1080.27622503247419479185166938,2.01168756989287559551555245695
538,1082.8502028907896408830148293,2.01273271912786178602790860465
539,1085.4359350128636203754740932,2.01379579779752063149438607272
540,1088.03306891088158637054165804,2.01487605353866960438989195933
541,1090.64120188090676958524703731,2.01597264672995706023151023532
542,1093.25988280120192787362637483,2.01708465461476370456388630043
543,1095.88861416363334857344593566,2.01821107580779622205054500122
544,1098.52685432868330989107588052,2.01935083516302079024094830978
545,1101.17401999350716412350911687,2.0205027889789122277495580126
546,1103.8294888614321771150078799,2.02166573051544354782968476172
547,1106.49260250031236474902671555,2.02283839579581785146074353848
548,1109.162669376231652048765551,2.02401946966465629935906122446
549,1111.83896804819128691022396669,2.02520759207320817287836788103
550,1114.520750508630789133182805,2.02640136456114688933305964545
551,1117.20724565391868303060121133,2.02759935690366367156188967574
552,1119.89766286831336230849259109,2.02880011389187203316755904183
553,1122.5911957043388025540086951,2.0300021622139942180000157235
554,1125.28702564204720706489250425,2.03120401740441734127236914124
555,1127.98432590925337392279087248,2.03240419082748355661764121168
556,1130.68226534452551315346078581,2.03360119666281567113931796009
557,1133.38001228450589905563161601,2.03479355885907701805319859249
558,1136.07673845701315306903121158,2.03597981802332106284772618563
559,1138.77162286134671273775917138,2.03715853821350038056844216705
560,1141.46385561727330242050077102,2.03832831360227375432232280539
561,1144.15264176432468486820483295,2.03948777498097091776863606586
562,1146.83720499327489805258439508,2.04063559607344287909712525816
563,1149.51679129199238577547371743,2.04177049963053709729213804161
564,1152.19067248827629528771682251,2.0428912632770856299427603236
565,1154.85814967278469471239032477,2.04399672508457468090688553057
566,1157.51855648574309465590316915,2.04508578884406907183021761334
567,1160.17126225178157426013169973,2.04615742901548778529123756566
568,1162.81567494798475373435547668,2.0472106953309590734759779519
569,1165.45124399104719033197836875,2.0482447170317173819542677834
570,1168.07746283030351368866546516,2.04925870671983072576958853537
571,1170.69387133434343379916879817,2.05025196380795697688120630152
572,1173.30005795992201006954406022,2.05122387755231120641528681857
573,1175.89566169293033030477992234,2.05217392965607387487745187144
574,1178.48037375229581423515200048,2.05310169643257110493928919943
575,1181.05393904882928573491324656,2.05400685051970310562593608097
576,1183.61615739222209519768733178,2.05488916213927447082931828434
577,1186.16688444061507612012112327,2.05574849989707985462759293462
578,1188.70603238840598790422552503,2.05658483112180966765436942046
579,1191.23357038922720268661079457,2.05739822174305216353473366938
580,1193.7495247123045128988678521,2.05818883571086984982563422777
581,1196.25397863169477720521028171,2.05895693396160891085234127661
582,1198.74707204918835930485102,2.05970287293674975825575776633
583,1201.22900085294561697155453634,2.06042710266371460887059097143
584,1203.70001601520876546023165355,2.06113016440960405044560214648
585,1206.16042243368502680184938248,2.0618126879208291056441869786
586,1208.61057752242793117341191875,2.06247538826352889278739235281
587,1211.05088955924492547780605696,2.06311906228150753914447369159
588,1213.48181579782518475761403125,2.06374458469017888564220073342
589,1215.90386035390601073173481248,2.06435290382666555302501665955
590,1218.31757187587394281697205519,2.0649450370777524454524950088
591,1220.72354101122243949228047459,2.06552206600883661504615985549
592,1223.12239768125671157944540232,2.06608513121833903983014426068
593,1225.51480817734328923123972317,2.06663542694324332079467069674
594,1227.90147209284277516772854427,2.0671741954424962544911254954
595,1230.28311910563490248830124141,2.06770272118594101258538023766
596,1232.66050562684175126020540764,2.06822232487725126050370034838
597,1235.03441133197442795470165172,2.06873435733999066659079003639
598,1237.40563559126770491656103161,2.06924019329643428915812881541
599,1239.77499381642348254417114281,2.06974122506915439489844932022
600,1242.14331374135531629650469139,2.07023885623559219382750781898
601,1244.511431654810908531069004,2.07073449526590833366234443261
602,1246.88018860294609732827946767,2.0712295491743290653293678865
603,1249.2504265800316142303296895,2.07172541721398277650137593615
604,1251.62298472549230516521722881,2.07222348464485480987618746491
605,1253.99869554540763212399633976,2.07272511660397955722974601614
606,1256.37838117644255886737840509,2.073231652106340856216796048
607,1258.76284970993027400974029144,2.07374439820416849095509108968
608,1261.15289159349395694691569429,2.07426462433140453445216397086
609,1263.54927612717571273208032124,2.07479355685907341992131415639
610,1265.95274807053907735216556623,2.07533237388612963500355010857
611,1268.36402437662971966097230241,2.07588220028908301090175499577
612,1270.78379106802013058967047625,2.0764441030523204748197230004
613,1273.21270026943156448429729989,2.07701908689956209540668401287
614,1275.65136741062401496421633745,2.07760809024531598528373996327
615,1278.10036861237664629846283278,2.07821198148353926227392330533
616,1280.56023826745126242929943666,2.07883155562897932212548609848
617,1283.03146682744478246193706678,2.07946753132486998778271809851
618,1285.51449880539828460549924847,2.08012054822879981327750687455
619,1288.00973100294521396199174512,2.0807911647866643198093566157
620,1290.51751096965528354389481754,2.08147985640266981216757228635
621,1293.0381357010690919300931077,2.08218701401138340085361208969
622,1295.57185058072736527114629247,2.08291294305583177696325770493
623,1298.11884857028397767734828999,2.08365786287365004442592020865
624,1300.67926965055959571284013434,2.08442190649128140338596175374
625,1303.25320051514909425182970675,2.0852051208242385508029275308
626,1305.84067451694701707522847443,2.08600746727946807839493366522
627,1308.44167186670754022045115385,2.08682882275391952188269721508
628,1311.05612008151486116731907527,2.08766898102152047956579470584
629,1313.68389467981286127334065955,2.08852765449890756959195653347
630,1316.32482011843537731799895539,2.0894044763784688528857126276
631,1318.97867096589647098126353346,2.09029900311552531058837327014
632,1321.64517330504956857017079067,2.09121071725482526672495378271
633,1324.32400635711095966378330632,2.09213903057995412269160079987
634,1327.01480431797240283060897847,2.09308328756777981519023498182
635,1329.71715839670477990668568997,2.09404276912866894473493809445
636,1332.43061904518491235489621509,2.0950166966119259628221638602
637,1335.15469836686557783440020724,2.09600423605473403113720597683
638,1337.88887269185892147495654608,2.09700450265181649134005728225
639,1340.63258530472000672119315131,2.09801656542209703712236799892
640,1343.38524931060401965819732342,2.09903945204781878071593331785
641,1346.14625062483109660921327164,2.10007215386089094634822663282
642,1348.91495107032998200724434234,2.10111363095066975390536501923
643,1351.6906915669484476615855971,2.10216281736694937427929330808
644,1354.47279539621691891574517753,2.10321862639164117844059810176
645,1357.2605715248339476600801726,2.104279955852455732806325849
646,1360.05331796990951383767862965,2.10534569345187231244222698088
647,1362.85032518885566328264176115,2.10641472208478464185879715788
648,1365.65087947675430305064429925,2.10748592511844799853494490625
649,1368.45426635405924097518549205,2.10855819160871993986931508791
650,1371.25977392760350113653518941,2.10963042142708230944082336832
651,1374.06669620808286204053561855,2.11070153027355278347240494402
652,1376.87433636747130784094046897,2.11177045455133636171923384812
653,1379.68200992019208667843722773,2.11283615607992662584753021093
654,1382.48904781231734758747164642,2.11389762662433845196861108016
655,1385.29479940359748378252825611,2.11495389221923279966798207039
656,1388.09863532772555502602034059,2.11600401726787432168600661675
657,1390.89995021691932322920689953,2.11704710839713747827885372835
658,1393.69816527764997614492055562,2.11808231805113978137525920306
659,1396.49273070515864936480317564,2.11910884780752450586464821796
660,1399.28312792527517466893792683,2.12012595140193208283172413157
661,1402.06887165298356476953997142,2.121132937447781489817760925
662,1404.84951175816078909026070144,2.12212917184012203790069592363
663,1407.62463492994434199012209603,2.12311407983400353241345715842
664,1410.39386613225466008872371226,2.12408714778954015073602968714
665,1413.15686984410510894276426192,2.12504792457760166758310415326
666,1415.91335107946935251347695849,2.12599602264184587464486029803
667,1418.6630561826376130072175,2.12693111871459911995085082459
668,1421.40577339617367469806760666,2.12785295418588873457794551896
669,1424.14133319977744382185876631,2.12876133512672263650502057745
670,1426.86960841955734828608241316,2.1296561319694885795314662883
671,1429.59051410841671744596912561,2.13053727885009942987476769838
672,1432.30400719945239712903672596,2.13140477261823273382297131839
673,1435.01008593544613485008345942,2.1322586715236941082467807718
674,1437.70878907869368472813683374,2.13309909358856629781622675629
675,1440.40019490655719498744120428,2.13392621467638102961102400634
676,1443.08441999923744104532110265,2.13474026627106130332148092108
677,1445.76161782733819528717101641,2.13554153297982008166494980267
678,1448.43197714783000374928501646,2.13633034977556047750632008327
679,1451.0957202180096025625506753,2.13710709899559588006266667939
680,1453.75310083798912164916623279,2.13787220711468988477818563645
681,1456.40440223313131968334012111,2.13862614131149973521782690325
682,1459.04993478866888802836884037,2.13936940584848810561344404746
683,1461.69003364950317559176271893,2.14010253828624183834811525466
684,1464.32505619886667374306138799,2.14082610555389864582318916373
685,1466.95537943015076156123403016,2.14154069989803030884851683236
686,1469.5813972267424138076954457,2.1422469347328606615272528363
687,1472.20351756517806618358056047,2.14294544041510635543461508075
688,1474.82215965730725946392162913,2.14363685996701636549988608885
689,1477.43775104746109853403152885,2.14432184477135137668219380094
690,1480.0507246808394342254108872,2.14500105026208613655856650318
691,1482.66151595946490043476447361,2.1456751316345367589504550993
692,1485.27055980210084239799181735,2.14634473959841162196241592103
693,1487.87828772449351449041772399,2.14701051619696033837001114572
694,1490.4851249561769032866568899,2.14767309071495231021132116701
695,1493.09148760987177406006619273,2.14833307569765722886340459385
696,1495.69777991922010796337839472,2.14899106310232774132669309586
697,1498.30439156022348031430803956,2.14964762060290312814104453308
698,1500.91169507130103371256171635,2.15030328806776652394349816096
699,1503.52004338635183804280412348,2.15095857422940177116280990483
700,1506.12976749460031493181508438,2.15161395356371473561687869197
701,1508.74117424032513268990180542,2.15226986339561359870171441572
702,1511.35454427482501295506509044,2.1529267012461894771439673653
703,1513.97013017216304652523841019,2.15358482243550931226918692773
704,1516.5881547193585389231524496,2.154244537953634288243114275
705,1519.20880939076655228301621304,2.15490611261101638621704427381
706,1521.8322530154049233994079767,2.15556976347791065637309911714
707,1524.45861064496162658012441736,2.1562356586208792455164418916
708,1527.08797262914716152145994252,2.15690391614286322248793777192
709,1529.72039390395264043403806571,2.15757460353166804010442604473
710,1532.35589349724006965468211017,2.15824773732005643613335508474
711,1534.99445425493276999404769488,2.15892328305897717298740885356
712,1537.63602278989688528652286706,2.15960115560378776023388043126
713,1540.28050965441551550441170967,2.16028121971166271459244279056
714,1542.92778973596127172517994672,2.16096329094672447020333325871
715,1545.57770287477711367772542038,2.16164713688780015898982576277
716,1548.23005470058533020612327526,2.16233247863210241648899898779
717,1550.88461768456656665082987801,2.1630189925865642491643373473
718,1553.54113240159094208326403919,2.16370631253703473827752651697
719,1556.19930899654749753425332659,2.16439403198407162383067222057
720,1558.85882884751232043853614442,2.16508170673265600060907797836
721,1561.51934641742540012406596398,2.16576885772181054108747013035
722,1564.18049128491710814632120058,2.16645497407883255975944764623
723,1566.84187034394248566278077111,2.16713951638166318902182679268
724,1569.50307016095034717826637832,2.16782192011180987179318560542
725,1572.16365947743940863275658928,2.16850159927922677052794012315
726,1574.82319184493976963030936991,2.16917795019964155596461345718
727,1577.48120837870937208844997904,2.1698503554040018873293672339
728,1580.13724061575544236590415528,2.17051818765900472852459361989
729,1582.79081346218397684109259331,2.17118081407706992707968805667
730,1585.44144821434926374269460045,2.17183760029362912841465013761
731,1588.08866563782307806190995272,2.17248791468922445699303687103
732,1590.73198908783197786572943725,2.17313113263365024298596917657
733,1593.37094765452309796746145613,2.17376664072922660022846037671
734,1596.00507931621559129246276093,2.17439384103026647315049422469
735,1598.63393408367759349415801616,2.17501215521588788230497689274
736,1601.25707711843803373017663887,2.17562102869352993713339217237
737,1603.87409180819909840176994776,2.17621993461085359348951146237
738,1606.48458278255855066902514502,2.17680837775414437760030507456
739,1609.08817885248085371196624937,2.17738589831188207538831698156
740,1611.68453585727114097878942585,2.17795207548279883916052625115
741,1614.27333940320509161254695776,2.17850653090850889556349117107
742,1616.85430747844884887446126321,2.179048931911656130558573131
743,1619.42719292946399308112756078,2.17957899452148585879021206027
744,1621.99178578473057319025122823,2.18009648626979915751377853257
745,1624.54791541233324608885055297,2.18060122874138690750181282278
746,1627.09545249873822683574925042,2.18109309986426035768867191746
747,1629.63431083693821410635243029,2.18157203592628944324812909009
748,1632.16444891305457970464297119,2.1820380333062227001398970203
749,1634.6858712814564358470856778,2.18249114990848656321373254713
750,1637.19862971947995745894939144,2.18293150629263994327859918858
751,1639.70282415390350289670606621,2.1833592864898848240968123385
752,1642.19860335244935971420819394,2.18377473850059755281144706641
753,1644.68616537473583341859914394,2.1841781744684406818308089561
754,1647.16575777828819178718275017,2.18456997052823367611032194983
755,1649.6376775764278028666121913,2.18495056632639444088293005471
756,1652.10227094608965056346922096,2.18532046421440429968712859915
757,1654.55993268486315869648871069,2.18568022811738858480381599827
758,1657.01110541780370557179887401,2.18603048208153523162506447759
759,1659.45627855581612264484415623,2.18637190850568659109992642455
760,1661.89598700866058290894938443,2.18670524606402708277493340056
761,1664.33080965686935299886514998,2.18703128732834343363845617606
762,1666.76136758808370994601832697,2.18735087609984738838060147897
763,1669.18832210451778900779936186,2.18766490446201545086212236155
764,1671.6123725094242211721926314,2.18797430956730919001595894162
765,1674.03425368156926427317871907,2.18828007017198596637016826022
766,1676.45473344781702432239972888,2.18858320293448697692219285754
767,1678.87460976496779416129514869,2.18888475849409099629895065018
768,1681.29470772298921929931798943,2.18918581734764221262932029874
769,1683.71587638271590073087791848,2.18948748554319362903885294991
770,1686.13898546196840228119319977,2.1897908902103485743911599997
771,1688.56492188485198597776409157,2.1900971749479273488686953198
772,1690.99458620973461558237498297,2.19040749509032981293053754271
773,1693.4288889520690512520424597,2.19072301287460420601816618331
774,1695.86874681881177498926817067,2.19104489253076456716959711973
775,1698.31507887169898427890636666,2.19137429531832127003729853763
776,1700.76880263706431228324728311,2.191712374532299371499030004
777,1703.23083018022202789937682743,2.19206027050221625212275009965
778,1705.70206416269140861793624828,2.19241910560757250465030366103
779,1708.18339390070136363761821455,2.19278997933337787373250091727
780,1710.67569144348825097206122546,2.19317396338908750124623234034
781,1713.1798076898836590377886066,2.19357209691406358391522228758
782,1715.69656856158263386150397569,2.19398538179230515839067004564
783,1718.22677125128679644434528823,2.19441477809870599801321237322
784,1720.7711805636318237283260111,2.19486119969850997924531378967
785,1723.33052536643611396578829913,2.19532551002093772479718254666
786,1725.9054951693488103001965617,2.19580851802716133625979206323
787,1728.49673684643282841571249385,2.19631097439190956596659783208
788,1731.10485151859465457836097235,2.19683356791699829261213321364
789,1733.73039161107038235993973644,2.19737692219400555432185010956
790,1736.37385810040006232158617554,2.19794159253215197762226098169
791,1739.03569796447364465403708949,2.19852806316621194014416825472
792,1741.71630184831565105976562952,2.19913674475797430689364347161
793,1744.41600195729660511197448062,2.19976797220340051085999303987
794,1747.13507018842187976113965675,2.20042200275619884100899201102
795,1749.87371650925797704130266366,2.20109901447705405917144989139
796,1752.63208759291759490485393188,2.20179910501622813430258031643
797,1755.41026571634365624927910041,2.2025222907356884018184179428
798,1758.20826792791448549299355669,2.20326850617533143545487914372
799,1761.02604548914341340573484031,2.20403760386626209437513747223
800,1763.86348359397232212377540935,2.20482935449246540265471926169
801,1766.72040136786618627819444206,2.20564344740058200534106671917
802,1769.59655214761079542269658235,2.20647949145587380975398576353
803,1772.49162404140489457676340986,2.20733701624085291977180997492
804,1775.40524076752732413998780527,2.20821547359145189569650224536
805,1778.33696276855574998573936622,2.20911423946404440992017312574
806,1781.28628859682259188691271067,2.21003261612509006437582222168
807,1784.25265656552206527959385775,2.21096983465368285660420552386
808,1787.23544665863603743836107214,2.21192505774583667999797162393
809,1790.23398269163173152110500374,2.21289738280795022437713844715
810,1793.24753471370710514658458749,2.21388584532556432734146245369
811,1796.2753216412257168633046606,2.21488942249226352264279242984
812,1799.31651411089759654506052987,2.21590703708238620264170015994
813,1802.37023754023133941782225193,2.21693756155010004848440621393
814,1805.43557538181036948758842673,2.21797982233637637529187767411
815,1808.51157255703779957112319051,2.21903260436446355775597937486
816,1811.59723905415397307638040105,2.22009465570362006504458382482
817,1814.69155367456269460530172463,2.22116469238012569719131178045
818,1817.79346791081007595283927813,2.22224140331394874810860547448
819,1820.90190993894720242921982212,2.22332345535890989307597047878
820,1824.01578870747743399877893757,2.22440949842375296829119382631
821,1827.13399810464366528369783351,2.22549817065121031094238469368
822,1830.25542118545243054553398004,2.22658810363193726343738927012
823,1833.37893443956207999252328459,2.22767792763008758200792622671
824,1836.50341208098266247870205197,2.22876627679730905640619181064
825,1839.6277303404464754959711975,2.22985179435205633393451054242
826,1842.75077174131088912806393863,2.23093313770134490209208709277
827,1845.8714293399489714042319591,2.23200898348240504401962752007
828,1848.98861091176814587185658372,2.2330780325021354418742229272
829,1852.10124306427166086513658698,2.2341390145528005559289946767
830,1855.20827525894066631302387855,2.23519069308306104375063117897
831,1858.30868372416436709986862205,2.23623186970416891347757956925
832,1861.40147524197981677249262213,2.23726138851199497208232286313
833,1864.48569079199878344011133388,2.23827814020648113258116606708
834,1867.56040903659371275199619293,2.23928106599111955965467169416
835,1870.62474963218469780117593767,2.24026916123614933868404303913
836,1873.67787635231074193601568485,2.2412414788903238539904493838
837,1876.71900000907731821659586879,2.24219713262733251877729494479
838,1879.7473811605438109129636021,2.24313529971425275765270119582
839,1882.76233259264408637194715988,2.24405522359075576444808958269
840,1885.76322156531611698427955919,2.24495621614918585355271376094
841,1888.74947181364695006597489798,2.24583765970707128426394161472
842,1891.72056529601181984694076141,2.24669900866509717321489401592
843,1894.67604368239508903204782833,2.24753979084507127999056681889
844,1897.61550957732004569605996537,2.24835960850393370343135066987
845,1900.53862747307829567360068737,2.24915813902139443274982329866
846,1903.4451244302313892619836831,2.24993513526032079108981522825
847,1906.33479048365112888011012828,2.25069042560053261969316426007
848,1909.20747877366439308338254091,2.25142391364818914278700771334
849,1912.06310540316693198090483891,2.25213557762446046169717884441
850,1914.90164902286209923205499052,2.25282546943866129321418234179
851,1917.72315014805858702754303773,2.25349371345247777559053235926
852,1920.52771021171969558056227679,2.25414050494333297603352379904
853,1923.31549035968937343776066395,2.25476610827630641669139585457
854,1926.08670999522121838328027971,2.25537085479534100513264669755
855,1928.8416450811000027059570349,2.25595514044573099731690881275
856,1931.58062620876544459314845278,2.25651942314108112686115473455
857,1934.30403644491947228276316262,2.25706421988905422670100719092
858,1937.01230896711594834315154253,2.2575901036912773290712721941
859,1939.70592450079083863661863289,2.25809770023374952111364218031
860,1942.38540857108652042018373919,2.25858768438498432606998109209
861,1945.05132858365204121674120125,2.25906077651992106993814309088
862,1947.70429074935771845277019823,2.25951773868835002140692598403
863,1950.34493686854392196563637971,2.25995937064721196056273045157
864,1952.97394099102699608540689881,2.26038650577665161583959131806
865,1955.59200596860723568515390876,2.26080000690012397189035133961
866,1958.1998599172622174947920874,2.26120076202917115184156130185
867,1960.79825260656160740910788561,2.26158968005370427613507253243
868,1963.38795179410524659205501592,2.26196768639873876335490209207
869,1965.96973952296372821664658085,2.26233571866854284029533553607
870,1968.54440840018911652428295079,2.26269472229906795002791143769
871,1971.1127578744626769815183101,2.26304564623933717219462492549
872,1973.67559053085667058146784472,2.26338943868217508094205028064
873,1976.23370842050904886042336166,2.26372704286427153363164188048
874,1978.78790944274433967766301515,2.26405939295508505683943136745
875,1981.33898379682264084022796489,2.26438741005351158953168910273
876,1983.88771052006336787505292451,2.26471199831057462086193256223
877,1986.43485412857357732673054734,2.26503404119563691827449321247
878,1988.98116137621505454147816544,2.2653543979227961896827769538
879,1991.52735814677305056080353232,2.26567390005321166161638627113
880,1994.07414649354608499653029624,2.26599334828812055113242079118
881,1996.6222018397644641817916202,2.26631350946624797296457618638
882,1999.17217035236929555665002406,2.26663511377819648022295921095
883,2001.72466650074832342291398306,2.26695885220922799934644845193
884,2004.28027081103467253614724216,2.26728537422062745762007606579
885,2006.83952782553463624224441223,2.26761528567857021044321402512
886,2009.40294427576629826971538974,2.26794914703811094612834694102
887,2011.97098747646755984037150806,2.26828747178857673037245942284
888,2014.54408394677577132582573287,2.26863072516528803077232627575
889,2017.12261826359751324124634912,2.26897932313115580792041209125
890,2019.70693215098213650265480319,2.26933363163031700730635371145
891,2022.29732380809255657512842376,2.26969396611458199391147971241
892,2024.89404747713766818930045987,2.27006059134208258765616643483
893,2027.49731325139881131450518174,2.27043372144613528702632159209
894,2030.10728712225418536525104445,2.27081352027097783597902801393
895,2032.72409126288616206884808098,2.27120010196970520901547271618
896,2035.34780454515321649985872194,2.27159353185842992912930660931
897,2037.97846328492672184349737812,2.27199382751942778354904947394
898,2040.61606221003906048824090102,2.27240096014480964419625935526
899,2043.26055564386916908986429777,2.27281485611108917585079454702
900,2045.91185889651035945692089262,2.27323539877390039939657876958
901,2048.5698498544284378013785618,2.27366243047106374894714601754
902,2051.23437075853094861090789148,2.27409575472120947739568502381
903,2053.90523015963570610440522478,2.27453513860424773654972893109
904,2056.58220503945327487014181568,2.27498031530912972883865245097
905,2059.26504308438804671380460639,2.27543098683357795216994984132
906,2061.95346509872003222315296185,2.27588682681977928501451761794
907,2064.64716754305809688481001925,2.27634748350943560847277841152
908,2067.34582518335841297671733949,2.27681258280105552089946843556
909,2070.04909383528228023902337936,2.2772817313919497032332490422
910,2072.75661318822770657598701205,2.2777545199870634138197659473
911,2075.46800969301134420033846015,2.27823052655654373677314869391
912,2078.18289949690323915703492774,2.27870931962379741135639794708
913,2080.9008914095276402914775747,2.27919046156574768925682100186
914,2083.62158988303966337181007587,2.27967351190704558355777907644
915,2086.34459798997031789687385606,2.28015803059013149496926104488
916,2089.06952038220124178743236453,2.28064358120327646483344144599
917,2091.79596621468497979653913912,2.2811297341490566846199990612
918,2094.52355201776587832512479976,2.28161606973612840776157385595
919,2097.25190450227931657287575372,2.28210218117767063827298776248
920,2099.98066328201129370251383332,2.28258767748044705837229764491
921,2102.70948349858417309257463323,2.28307218620910333669117766909
922,2105.43803833439507515942598407,2.28355535611105756524883512372
923,2108.16602139986804841539445197,2.2840368595881560654554652784
924,2110.89314898198639972826816354,2.28451639500214978325570147569
925,2113.61916214184373807173640094,2.28499368880199323034782313615
926,2116.34382864978735271197977231,2.28546849746197338305829349062
927,2119.06694474762116096333370835,2.28594060922073480147069439952
928,2121.7883367282829815550632782,2.28640984561237390253778370496
929,2124.50786232440740503205792299,2.28687606278192400972234437351
930,2127.22541189822588370823300305,2.28733915257873750936369140113
931,2129.94090942633447140658170835,2.28779904342248600580728432691
932,2132.6543132739713353887412472,2.28825570093773748432268374163
933,2135.36561675458500250095378194,2.28870912835432476152299440723
934,2138.07484847163441587058925663,2.28915936667198545596422832615
935,2140.78207244073728867093410593,2.2896064945890238381507316641
936,2143.48738799146789295588105289,2.29005062819601270614944556933
937,2146.19092944929321464842737321,2.29049192043681239556929282093
938,2148.89286559932122648418209233,2.29093056034042774678484231591
939,2151.59339893471078177094378402,2.2913667720284459869765109521
940,2154.29276469375326345017551444,2.291800813503992833457633526
941,2156.99122969077566347374185444,2.29223297522930463706029952651
942,2159.68909094712735359682643748,2.29266357850013519490108963639
943,2162.38667412959271496732639986,2.29309297362629132021985832435
944,2165.08433180461346192717851422,2.29352153792861595543133317184
945,2167.78244151770256184261020772,2.29394967356370641464826477007
946,2170.48140370838097633564774205,2.29437780518856339993197435735
947,2173.18163947186413697216595272,2.29480637747820922594737693001
948,2175.88358817956250019082818418,2.29523585251008702551775124914
949,2178.58770497123537827826082572,2.29566670702975276952398401025
950,2181.29445813234550997136158238,2.29609942961299527365406482356
951,2184.00432637079984876353850459,2.29653451774006293245377340125
952,2186.71779600782649925811776509,2.29697247479813707905264471123
953,2189.43535809822568586652916345,2.29741380702856840069940101097
954,2192.15750549564154647566016886,2.29785902043568296276274650824
955,2194.88472987882926080164589293,2.29830861767416676523732554234
956,2197.61751875513681602841860383,2.2987630949321514812012746902
957,2200.35635245758126949038047383,2.29922293882714866195442055781
958,2203.10170115197480628000271903,2.29968862333191524663883373594
959,2205.85402187054575817458323027,2.30016060674718014408194288871
960,2208.61375558840403374772490733,2.30063932873792086848721344514
961,2211.38132435901952785213545834,2.30112520744955205811876738641
962,2214.15712852461688504763523042,2.30161863671997597198298880501
963,2216.94154401704176835899432153,2.30211998340295095364381549484
964,2219.73491976422423713407733013,2.30262958481765999702705117233
965,2222.53757521685608520321424846,2.30314774633871096912250181187
966,2225.34979800931355623812401824,2.30367473914007614517404142675
967,2228.17184176819765154815333778,2.30421079810568526530315753649
968,2231.00392408113456748816262654,2.30475611991852744575223411833
969,2233.84622463768229624913344997,2.30531086133919741614977652215
970,2236.69888355333008794130554715,2.30587513768384545148588200737
971,2239.56199988665961824632632239,2.30644902151046304659765841647
972,2242.4356303587649493596696195,2.30703254152136311662517450566
973,2245.31978828300760432500167117,2.30762568168859979889517129616
974,2248.21444271211844048545699773,2.30822838060792447688445276974
975,2251.11951780855487756423323549,2.30884053108569731032229049794
976,2254.03489244288598038990083993,2.30946197996197334056342299173
977,2256.96040002381465768463370439,2.31009252817176525863319724093
978,2259.89582856226170158335466146,2.31073193104525736358216223053
979,2262.84092097073655576042412909,2.31137989884651333581248634228
980,2265.79537559801064430667134548,2.31203609754899045337415443417
981,2268.75884699789695230248552718,2.31270014984495102171507189315
982,2271.73094692973047735085747157,2.31337163638465425392144345373
983,2274.71124558694431464425450724,2.3140500972400247351416627744
984,2277.69927304895160144989753661,2.314735033586332928302741399
985,2280.69452095038036397569553445,2.31542590959429478576212744615
986,2283.69644436057241251794988911,2.31612215452390711208717027293
987,2286.70446386515462008247134738,2.31682316501028836887788383727
988,2289.71796784042683491657174049,2.31752830753079639161596330009
989,2292.73631491029076881936276531,2.31823692104175001902867822579
990,2295.75883657447370401659700061,2.31894831977219566062282525314
991,2298.78483999588476170185345601,2.3196617961613367928373899657
992,2301.81361093408449630670973462,2.32037662392548840353498965183
993,2304.84441681105514983197750252,2.32109206123973328281165911633
994,2307.87650989473313375972731648,2.32180735401884621102588261215
995,2310.90913058511097982940594365,2.32252173928151857269287029512
996,2313.9415107871365377839890715,2.32323444858146238733332236094
997,2316.97287735413564793208740396,2.32394471148860145228895426676
998,2320.00245558506354067274549539,2.32465175910327008083441432404
999,2323.0294727585520737692763476,2.32535482758613821198125760521
1000,2326.05316168646645740650469408,2.32605316168646645740650469408
1001,2329.07276426951776010794938943,2.32674601825126649361433505438
1002,2332.0875350373972280675717778,2.3274326696980012256163390996
1003,2335.09674465590584315648529863,2.32811240743360502807226849315
1004,2338.09968338364770861497148064,2.32878454520283636316232219187
1005,2341.09566446103846414783794354,2.32944842234929200412720193387
1006,2344.08402741464923309226543112,2.33010340697281235893863362935
1007,2347.064141260261397651854726,2.33074889896748897482805831777
1008,2350.03540758844615851573479832,2.33138433292504579217830833167
1009,2352.9972635170033154372911453,2.33200918088900229478423304787
1010,2355.94918449519354668647214164,2.33262295494573618483809122935
